dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,duplicate
Employment,NEET rate (15-24 years) (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,31.666666666666664,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13776014243353207,FALSE
Employment,NEET rate (18-35 years) (%),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,30.3,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13281528679464083,FALSE
Employment,Labour force participation rate (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,62.80882352941176,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.2504382911920551,FALSE
Employment,Employment-to-population ratio (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,59.66176470588235,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.2390516437022122,FALSE
Employment,Unemployment rate (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,5.01053617419808,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.041313276206675,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,12.526951272100042,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.0685090719977296,FALSE
Employment,Inactivity rate (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,37.19117647058823,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.1577488522794089,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,14.948453608247423,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.07727052039881746,FALSE
Employment,Youth unemployment rate (18-35years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,6.198547215496368,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.045611722374940065,FALSE
Employment,NEET rate (15-24 years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,22.59983007646559,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.10495463167258469,FALSE
Employment,NEET rate (18-35 years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,7.762724276821677,20,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05127120756658798,FALSE
Employment,Labour force participation rate (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,54.56839070102721,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22062286382253654,FALSE
Employment,Employment-to-population ratio (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,50.74788250135159,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20679955051917334,FALSE
Employment,Unemployment rate (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,7.001321003963012,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04851630810273522,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,17.054491899852724,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08489056087830434,FALSE
Employment,Inactivity rate (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,45.43160929897279,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18756427964892747,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,18.70967741935484,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09087933169502718,FALSE
Employment,Youth unemployment rate (18-35years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,10.078740157480315,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05965098624017572,FALSE
Employment,NEET rate (15-24 years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,25.09433962264151,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1139802338157623,FALSE
Employment,NEET rate (18-35 years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),20,33.5,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1443934853637521,FALSE
Employment,Labour force participation rate (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,57.39795918367348,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.23086077187159193,FALSE
Employment,Employment-to-population ratio (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,52.806122448979586,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.214246647649334,FALSE
Employment,Unemployment rate (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,8,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05212971551614676,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,22.905027932960895,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.10605889460551274,FALSE
Employment,Inactivity rate (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,42.60204081632653,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.1773263715998721,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,11.864406779661017,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.06611186209325146,FALSE
Employment,Youth unemployment rate (18-35years) (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,7.865168539325842,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.051641870070819045,FALSE
Employment,NEET rate (15-24 years) (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,26.153846153846157,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.11781372662937409,FALSE
Employment,NEET rate (18-35 years) (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,9.655172413793103,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05811843891396293,FALSE
Employment,Labour force participation rate (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,52.28571428571429,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2123637135708115,FALSE
Employment,Employment-to-population ratio (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,47.14285714285714,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19375589444188265,FALSE
Employment,Unemployment rate (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,9.836065573770492,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.058772944203341754,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,27.1523178807947,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12142638410445336,FALSE
Employment,Inactivity rate (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,47.714285714285715,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19582342990065252,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,15.909090909090908,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0807462858432115,FALSE
Employment,Youth unemployment rate (18-35years) (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,10.9375,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0627581399838856,FALSE
Employment,NEET rate (15-24 years) (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,29.565217391304348,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13015670587320088,FALSE
Employment,NEET rate (18-35 years) (%),Baarah,Haa Alif Atoll,Haa Alif (HA),1,50.8,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20698812137800982,FALSE
Employment,Labour force participation rate (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,82.1917808219178,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.32056945631369194,FALSE
Employment,Employment-to-population ratio (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,81.27853881278538,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.3172651759001328,FALSE
Employment,Unemployment rate (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,1.1111111111111112,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.027204426929865584,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,1.6574585635359116,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.029181214208585084,FALSE
Employment,Inactivity rate (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,17.80821917808219,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.08761768715777202,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,6.25,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.04579788817366404,FALSE
Employment,Youth unemployment rate (18-35years) (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,NEET rate (15-24 years) (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,8,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05212971551614676,FALSE
Employment,NEET rate (18-35 years) (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,Labour force participation rate (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,78.08988764044943,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.3057280395123406,FALSE
Employment,Employment-to-population ratio (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,76.96629213483146,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.3016626608012763,FALSE
Employment,Unemployment rate (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,1.4388489208633095,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02839024362983951,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,2.142857142857143,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.030937477063755624,FALSE
Employment,Inactivity rate (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,21.910112359550563,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10245910395912336,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,7.6923076923076925,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05101642719219376,FALSE
Employment,Youth unemployment rate (18-35years) (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,NEET rate (15-24 years) (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,9.090909090909092,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.056076828664707416,FALSE
Employment,NEET rate (18-35 years) (%),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,10,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0593660896218413,FALSE
Employment,Labour force participation rate (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,61.94690265486725,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.24731970024319933,FALSE
Employment,Employment-to-population ratio (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,60.766961651917406,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.24305045298320258,FALSE
Employment,Unemployment rate (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,1.9047619047619049,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.030076003955934846,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,14.87603305785124,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.07700848930101394,FALSE
Employment,Inactivity rate (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,38.05309734513274,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.16086744322826463,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,5.263157894736842,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.04222730884519635,FALSE
Employment,Youth unemployment rate (18-35years) (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,0.9523809523809524,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.02663011152465173,FALSE
Employment,NEET rate (15-24 years) (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,27.500000000000004,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.1226843630466685,FALSE
Employment,NEET rate (18-35 years) (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,6.164383561643835,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.045488111884892865,FALSE
Employment,Labour force participation rate (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,56.99999999999999,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22942088110566283,FALSE
Employment,Employment-to-population ratio (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,55.666666666666664,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2245966317018665,FALSE
Employment,Unemployment rate (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,2.3391812865497075,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03164781453862538,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,17.733990147783253,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.087349112641399,FALSE
Employment,Inactivity rate (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,43,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17876626236580112,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,7.142857142857142,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04902841232799195,FALSE
Employment,Youth unemployment rate (18-35years) (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,1.2345679012345678,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.027651116689476358,FALSE
Employment,NEET rate (15-24 years) (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,31.428571428571427,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13689866932571132,FALSE
Employment,NEET rate (18-35 years) (%),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,32,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13896620478448118,FALSE
Employment,Labour force participation rate (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,67.09401709401709,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.2659429230664545,FALSE
Employment,Employment-to-population ratio (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,67.09401709401709,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.2659429230664545,FALSE
Employment,Unemployment rate (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,8.720930232558139,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05473817594959479,FALSE
Employment,Inactivity rate (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,32.9059829059829,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.14224422040500945,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,Youth unemployment rate (18-35years) (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,NEET rate (15-24 years) (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,30.434782608695656,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.13330295548437243,FALSE
Employment,NEET rate (18-35 years) (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,8.860759493670885,1,Administrative Islands,Resident population,-6.407689473965757,2757.4074074074074,0.05524410437176212,FALSE
Employment,Labour force participation rate (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,61.80904522613066,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24682090627940576,FALSE
Employment,Employment-to-population ratio (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,61.80904522613066,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24682090627940576,FALSE
Employment,Unemployment rate (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,Combined rate of unemployment and potential labour force (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,10.869565217391305,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06251233923301283,FALSE
Employment,Inactivity rate (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,38.19095477386934,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16136623719205823,FALSE
Employment,Youth unemployment rate (15-24 years) (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,Youth unemployment rate (18-35years) (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,0,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.02318421909336862,FALSE
Employment,NEET rate (15-24 years) (%),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,30.434782608695656,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13330295548437243,FALSE
